Timestamp,Source_IP,Destination_IP,Protocol,Packet_Length,Duration,Source_Port,Destination_Port,Bytes_Sent,Bytes_Received,Flags,Flow_Packets/s,Flow_Bytes/s,Avg_Packet_Size,Total_Fwd_Packets,Total_Bwd_Packets,Fwd_Header_Length,Bwd_Header_Length,Sub_Flow_Fwd_Bytes,Sub_Flow_Bwd_Bytes,Inbound,Attack_Type,Label,Total_Traffic,Packet_Ratio,Traffic_Rate,Packet_Efficiency,Bytes_Sent_log,Bytes_Received_log,Total_Traffic_log,Flow_Bytes/s_log
2024-10-23 12:00:00,192.168.0.1,192.168.0.1,ICMP,0.5504540867810294,0.8937053083428529,0.1456025836069197,0.1456025836069197,0.30808080808080807,0.41060606060606064,SYN,0.9600374375200338,0.24798480258766747,0.7490366814414304,0.45778646386462385,0.7644353668106649,0.49929875732860163,0.3333333333333333,0.2957746478873239,0.4694835680751173,1.0,DDoS,1.0,0.7186868686868687,0.25945210149131365,0.12652044182453673,0.19870359961476133,0.2685610310050025,0.34401944225659586,0.5415605508123249,0.22153009245936264
2024-10-23 12:00:01,192.168.0.7,172.16.0.5,ICMP,0.863773965691221,0.8622918747775465,0.0,0.0,0.11717171717171716,0.5040404040404041,ACK,0.9580810269432911,0.513631462750937,1.0000000000000002,0.2048406627921373,0.3948392119582156,0.9999999999999996,0.3333333333333333,0.19979134063641102,0.6113719353155972,1.0,DDoS,1.0,0.6212121212121212,0.14685611146861965,0.2623136916620624,0.06286798685282713,0.11080023895364449,0.4081550895553734,0.4831740924354806,0.41451170580063673
2024-10-23 12:00:02,192.168.0.7,10.0.0.3,UDP,0.2840565085771947,0.9201638553303816,0.21477360965075154,1.0,0.028787878787878786,0.33282828282828286,ACK,0.14431261789277405,0.12265749345381731,0.7490366814414304,0.0,0.8848489573320502,0.9999999999999996,0.3333333333333333,0.06259780907668232,0.19248826291079812,0.0,DDoS,1.0,0.36161616161616167,0.0,0.10718879748061183,0.02241947966898851,0.028381292538224894,0.28730321281474314,0.30867234834361673,0.1156986367645303
2024-10-23 12:00:03,192.168.0.7,10.0.0.3,UDP,0.8526740665993946,0.7741078960848163,0.505022709479811,0.505022709479811,0.7883838383838383,0.8277777777777778,FIN,0.4619579325439114,0.9309955331929968,0.49842588817492595,0.8187492113197667,0.9304150413553065,0.0,0.3333333333333333,0.4460093896713615,0.7005738132498696,0.0,Ransomware,0.0,1.6161616161616161,0.424131181004961,0.6368141739707913,0.4255383354239563,0.5813123284233227,0.6031008998751615,0.9617082115649478,0.6580356902344823
2024-10-23 12:00:04,192.168.0.1,10.0.0.4,UDP,0.6367305751765894,0.685638419643415,0.21477360965075154,0.505022709479811,0.9020202020202019,0.3570707070707071,PSH,0.33975982026250984,0.002926528726189863,1.0000000000000002,0.8689338194874991,0.28750419259660087,0.9999999999999996,0.3333333333333333,0.9113197704747,0.24360980699008866,1.0,Normal,1.0,1.259090909090909,0.6748978562431387,0.002184368184452975,0.5511109865610481,0.6429165855285167,0.30532848492691034,0.8149624797442672,0.0029222547775225377
2024-10-23 12:00:05,192.168.0.1,10.0.0.3,ICMP,0.9172552976791121,0.891347439258122,0.505022709479811,0.0,0.45656565656565656,0.9969696969696971,FIN,0.9697446587301699,0.9474765107562765,1.0000000000000002,0.9999999999999998,0.9730392663442242,0.0,0.0,0.543035993740219,0.15232133541992698,0.0,DDoS,0.0,1.4535353535353537,0.5068322851236838,0.48101489020769,0.2381350345560872,0.37608137471625874,0.6916308800419814,0.8975299858735369,0.6665344374609028
2024-10-23 12:00:06,10.0.0.9,10.0.0.3,UDP,0.25025227043390513,0.2531277249534096,0.21477360965075154,0.505022709479811,0.8747474747474747,0.6787878787878788,FIN,0.40736569917478604,0.12553267957077574,1.0000000000000002,0.5930421680120677,0.3252542533135221,0.49929875732860163,0.3333333333333333,0.5795513823682837,0.1872717788210746,0.0,Brute Force,0.0,1.5535353535353535,0.4474931255864973,0.08919691565908014,0.6996567776228793,0.6284739702175102,0.5180720322867579,0.9374788121381125,0.11825641654576886
2024-10-23 12:00:07,172.16.0.4,172.16.0.5,TCP,0.2204843592330979,0.16689343894982905,0.21477360965075154,0.0,0.8252525252525252,0.6737373737373737,SYN,0.04036692412600651,0.015556810597114543,0.7490366814414304,0.6626271266567614,0.7452906564612245,0.0,0.3333333333333333,0.9973917579551381,0.008868022952529989,0.0,DDoS,1.0,1.4989898989898989,0.37966577326455947,0.014953196066074034,0.6761680467343965,0.6017183474635929,0.5150590742979273,0.9158866098237975,0.015437043946803303
2024-10-23 12:00:08,172.16.0.3,172.16.0.5,TCP,0.6109989909182645,0.9970452745892291,1.0,0.0,0.8409090909090908,0.09191919191919191,SYN,0.6567266714229594,0.4468860707501155,0.0,0.11033024563457561,0.6842830425457336,0.0,1.0,0.6400625978090766,0.7584767866458006,1.0,DDoS,1.0,0.9328282828282828,0.06550576289589391,0.2697403732664519,0.5219798992113429,0.6102595207541776,0.08793687451057265,0.6589843617371213,0.36941370975355
2024-10-23 12:00:09,10.0.0.6,172.16.0.5,ICMP,0.7038345105953583,0.33748087628708934,1.0,0.505022709479811,0.5343434343434343,0.73989898989899,SYN,0.8303963767182143,0.04918621964368228,0.0,0.11033024563457561,0.11033024563457561,0.9999999999999996,0.3333333333333333,0.5920709441836202,0.31664058424621805,1.0,Brute Force,1.0,1.2742424242424244,0.09936705414299482,0.026871895218602913,0.31361228512546246,0.42810255946713727,0.553827059759178,0.8216469966129908,0.048014834768477864
